# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = shift_model
# start_datetime = 2023-03-15 14:02:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 2500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data/shift.json
# init = config/init.json
# random
#   seed = 3971861239 (Default)
# output
#   file = output/shift/chain/1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Omega_b,Omega_c,wr,Omega_r,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,y1,dy1,y2,dy2,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
-28.7268,1,0.000244141,1,3,0,332.103,0.700563,0.0431771,0.251569,4.15e-05,8.45577e-05,0.401314,0.0634822,0.549178,1093.84,0.700563,0.0431771,0.251569,8.45577e-05,0.401314,1093.84,1,0.321555,0,1,22545.6,3.24222,0.0337801,301.531,1.76022,0.0211909,-0.039015,0.019518,-0.00108914
-28.7268,0,14.3855,0,1,1,28.9067,0.700563,0.0431771,0.251569,4.15e-05,8.45577e-05,0.401314,0.0634822,0.549178,1093.84,0.700563,0.0431771,0.251569,8.45577e-05,0.401314,1093.84,1,0.321555,0,1,22545.6,3.24222,0.0337801,301.531,1.76022,0.0211909,-0.039015,0.019518,-0.00108914
-28.7268,0,2.43117,0,1,1,28.9194,0.700563,0.0431771,0.251569,4.15e-05,8.45577e-05,0.401314,0.0634822,0.549178,1093.84,0.700563,0.0431771,0.251569,8.45577e-05,0.401314,1093.84,1,0.321555,0,1,22545.6,3.24222,0.0337801,301.531,1.76022,0.0211909,-0.039015,0.019518,-0.00108914
-28.7268,0,0.239791,0,1,1,29.9495,0.700563,0.0431771,0.251569,4.15e-05,8.45577e-05,0.401314,0.0634822,0.549178,1093.84,0.700563,0.0431771,0.251569,8.45577e-05,0.401314,1093.84,1,0.321555,0,1,22545.6,3.24222,0.0337801,301.531,1.76022,0.0211909,-0.039015,0.019518,-0.00108914
-28.7268,0,0.0186273,0,1,1,29.0888,0.700563,0.0431771,0.251569,4.15e-05,8.45577e-05,0.401314,0.0634822,0.549178,1093.84,0.700563,0.0431771,0.251569,8.45577e-05,0.401314,1093.84,1,0.321555,0,1,22545.6,3.24222,0.0337801,301.531,1.76022,0.0211909,-0.039015,0.019518,-0.00108914
-28.7268,0,0.00130482,0,1,1,29.865,0.700563,0.0431771,0.251569,4.15e-05,8.45577e-05,0.401314,0.0634822,0.549178,1093.84,0.700563,0.0431771,0.251569,8.45577e-05,0.401314,1093.84,1,0.321555,0,1,22545.6,3.24222,0.0337801,301.531,1.76022,0.0211909,-0.039015,0.019518,-0.00108914
-24.969,1,8.85015e-05,2,3,0,29.1453,0.700627,0.0432886,0.25152,4.15e-05,8.45424e-05,0.401291,0.0633503,0.549124,1093.75,0.700627,0.0432886,0.25152,8.45424e-05,0.401291,1093.75,1,0.321636,0,1,22544,3.24194,0.033773,301.568,1.76025,0.0212494,-0.00201496,0.0195526,-0.0010306
-16.1894,0.993215,0.000135987,3,7,0,26.2433,0.700779,0.0449476,0.252134,4.15e-05,8.45058e-05,0.400446,0.061553,0.548365,1092.59,0.700779,0.0449476,0.252134,8.45058e-05,0.400446,1092.59,1,0.324568,0,1,22570.1,3.2318,0.0336154,302.034,1.7615,0.0220733,0.463731,0.0207978,-0.000206664
-9.00402,1,0.00022399,3,11,0,13.3801,0.701102,0.044496,0.252939,4.15e-05,8.44277e-05,0.400315,0.0619827,0.548553,1092.92,0.701102,0.044496,0.252939,8.44277e-05,0.400315,1092.92,1,0.325024,0,1,22588.9,3.23027,0.0336358,301.708,1.76171,0.0218718,0.1375,0.0210091,-0.00040824
-9.00402,1.89567e-06,0.000399976,1,3,1,10.5842,0.701102,0.044496,0.252939,4.15e-05,8.44277e-05,0.400315,0.0619827,0.548553,1092.92,0.701102,0.044496,0.252939,8.44277e-05,0.400315,1092.92,1,0.325024,0,1,22588.9,3.23027,0.0336358,301.708,1.76171,0.0218718,0.1375,0.0210091,-0.00040824
-10.3221,0.993462,3.14228e-05,4,15,0,10.7177,0.700942,0.0448073,0.252855,4.15e-05,8.44664e-05,0.40023,0.0616773,0.54842,1092.71,0.700942,0.0448073,0.252855,8.44664e-05,0.40023,1092.71,1,0.325318,0,1,22589.6,3.22925,0.0336091,301.852,1.76183,0.0220147,0.282372,0.0211267,-0.000265316
-11.1343,0.995305,5.87327e-05,4,31,0,11.5964,0.700984,0.0443315,0.253427,4.15e-05,8.44564e-05,0.400194,0.0621729,0.548635,1093.06,0.700984,0.0443315,0.253427,8.44564e-05,0.400194,1093.06,1,0.325443,0,1,22603.9,3.22884,0.0336338,301.593,1.76189,0.0217835,0.0228325,0.0211895,-0.000496497
-10.518,0.969505,0.000112652,3,11,0,13.3899,0.700399,0.0446318,0.252723,4.15e-05,8.45975e-05,0.400345,0.0619339,0.548532,1092.86,0.700399,0.0446318,0.252723,8.45975e-05,0.400345,1092.86,1,0.324921,0,1,22589.8,3.23059,0.0336192,301.887,1.76165,0.0218945,0.317231,0.0209474,-0.000385505
-9.72664,0.997889,0.000201565,4,21,0,11.1598,0.701705,0.0448084,0.252564,4.15e-05,8.42829e-05,0.400338,0.0615744,0.548375,1092.65,0.701705,0.0448084,0.252564,8.42829e-05,0.400338,1092.65,1,0.324944,0,1,22573.5,3.23055,0.0336297,301.789,1.76168,0.0220632,0.219438,0.0209816,-0.000216815
-9.39133,0.333722,0.00039643,1,3,0,10.5187,0.702035,0.044383,0.252319,4.15e-05,8.42035e-05,0.400587,0.0619772,0.548551,1092.92,0.702035,0.044383,0.252319,8.42035e-05,0.400587,1092.92,1,0.324078,0,1,22560.5,3.23354,0.0336786,301.63,1.76132,0.0218743,0.0597784,0.0206226,-0.000405666
-11.1369,0.974272,9.96538e-05,5,31,0,12.8279,0.701485,0.0450098,0.253284,4.15e-05,8.43356e-05,0.399995,0.0613943,0.548295,1092.56,0.701485,0.0450098,0.253284,8.43356e-05,0.399995,1092.56,1,0.326135,0,1,22598.7,3.22648,0.033588,301.783,1.76219,0.0221485,0.213043,0.0214851,-0.000131496
-10.6692,0.978388,0.00018451,2,7,0,12.157,0.701085,0.0442329,0.252873,4.15e-05,8.44319e-05,0.400437,0.0622641,0.548674,1093.1,0.701085,0.0442329,0.252873,8.44319e-05,0.400437,1093.1,1,0.324599,0,1,22585.6,3.23173,0.03366,301.627,1.76153,0.0217414,0.0574397,0.0208303,-0.000538627
-10.6692,2.47212e-07,0.00034488,1,3,0,12.4217,0.701085,0.0442329,0.252873,4.15e-05,8.44319e-05,0.400437,0.0622641,0.548674,1093.1,0.701085,0.0442329,0.252873,8.44319e-05,0.400437,1093.1,1,0.324599,0,1,22585.6,3.23173,0.03366,301.627,1.76153,0.0217414,0.0574397,0.0208303,-0.000538627
-10.2407,0.999358,3.30673e-05,4,15,0,11.4255,0.701121,0.0448571,0.25299,4.15e-05,8.44234e-05,0.400161,0.0616015,0.548387,1092.67,0.701121,0.0448571,0.25299,8.44234e-05,0.400161,1092.67,1,0.325557,0,1,22592.3,3.22844,0.0336038,301.824,1.76193,0.0220504,0.254472,0.0212323,-0.000229568
