# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = shift_model
# start_datetime = 2023-03-15 15:14:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 2500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data/shift-mock.json
# init = config/init.json
# random
#   seed = 3976163900 (Default)
# output
#   file = output/shift_mock/chain/3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Omega_b,Omega_c,wr,Omega_r,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,y1,dy1,y2,dy2,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
-0.381938,0.101544,0.000488281,1,1,0,0.762083,0.7,0.05,0.25,4.15e-05,8.46939e-05,0.399359,0.0568295,0.546008,1089.38,0.7,0.05,0.25,8.46939e-05,0.399359,1089.38,1,0.328345,0,1,22552.9,3.21881,0.0332351,304.263,1.76302,0.0245,-0.0189391,1.85632e-07,-3.46945e-18
-0.381938,0,2.80854,0,1,1,1.12585,0.7,0.05,0.25,4.15e-05,8.46939e-05,0.399359,0.0568295,0.546008,1089.38,0.7,0.05,0.25,8.46939e-05,0.399359,1089.38,1,0.328345,0,1,22552.9,3.21881,0.0332351,304.263,1.76302,0.0245,-0.0189391,1.85632e-07,-3.46945e-18
-0.381938,0,0.292494,0,1,1,0.648391,0.7,0.05,0.25,4.15e-05,8.46939e-05,0.399359,0.0568295,0.546008,1089.38,0.7,0.05,0.25,8.46939e-05,0.399359,1089.38,1,0.328345,0,1,22552.9,3.21881,0.0332351,304.263,1.76302,0.0245,-0.0189391,1.85632e-07,-3.46945e-18
-0.381938,0,0.0218819,0,1,1,0.519907,0.7,0.05,0.25,4.15e-05,8.46939e-05,0.399359,0.0568295,0.546008,1089.38,0.7,0.05,0.25,8.46939e-05,0.399359,1089.38,1,0.328345,0,1,22552.9,3.21881,0.0332351,304.263,1.76302,0.0245,-0.0189391,1.85632e-07,-3.46945e-18
-0.381938,1.73901e-32,0.00142991,1,2,1,3.58771,0.7,0.05,0.25,4.15e-05,8.46939e-05,0.399359,0.0568295,0.546008,1089.38,0.7,0.05,0.25,8.46939e-05,0.399359,1089.38,1,0.328345,0,1,22552.9,3.21881,0.0332351,304.263,1.76302,0.0245,-0.0189391,1.85632e-07,-3.46945e-18
-1.2083,0.942961,8.95811e-05,7,191,0,3.15918,0.695752,0.0505148,0.254096,4.15e-05,8.57312e-05,0.397636,0.0569142,0.546056,1089.47,0.695752,0.0505148,0.254096,8.57312e-05,0.397636,1089.47,1,0.334338,0,1,22720.5,3.19874,0.0330126,304.403,1.76543,0.0244528,0.120934,0.00241845,-4.72487e-05
-1.31922,0.99559,0.000101422,7,207,0,2.23484,0.700499,0.0502803,0.250263,4.15e-05,8.45733e-05,0.399157,0.0565224,0.545834,1089.2,0.700499,0.0502803,0.250263,8.45733e-05,0.399157,1089.2,1,0.329049,0,1,22558.8,3.21646,0.0332114,304.257,1.76332,0.0246725,-0.0248977,0.000305051,0.000172474
-0.464621,0.999645,0.000154063,3,11,0,1.72397,0.700149,0.0499333,0.249371,4.15e-05,8.46578e-05,0.399619,0.0568694,0.546031,1089.38,0.700149,0.0499333,0.249371,8.46578e-05,0.399619,1089.38,1,0.327443,0,1,22531.9,3.22186,0.0332609,304.314,1.76264,0.0244777,0.0326422,-0.000379307,-2.22806e-05
-0.442102,0.943892,0.000259256,6,95,0,1.85242,0.698715,0.0501781,0.251196,4.15e-05,8.50057e-05,0.398846,0.0568347,0.546011,1089.39,0.698715,0.0501781,0.251196,8.50057e-05,0.398846,1089.39,1,0.330128,0,1,22602.6,3.21278,0.0331668,304.318,1.76374,0.0244971,0.036754,0.000725125,-2.93336e-06
-0.442102,0.0866165,0.000388053,1,3,0,1.76184,0.698715,0.0501781,0.251196,4.15e-05,8.50057e-05,0.398846,0.0568347,0.546011,1089.39,0.698715,0.0501781,0.251196,8.50057e-05,0.398846,1089.39,1,0.330128,0,1,22602.6,3.21278,0.0331668,304.318,1.76374,0.0244971,0.036754,0.000725125,-2.93336e-06
-1.17888,0.997764,4.009e-05,8,495,0,2.44007,0.692007,0.0510133,0.258827,4.15e-05,8.66617e-05,0.395675,0.056957,0.54608,1089.58,0.692007,0.0510133,0.258827,8.66617e-05,0.395675,1089.58,1,0.341171,0,1,22901.5,3.1765,0.032785,304.385,1.76814,0.0244289,0.103391,0.00512947,-7.1075e-05
-3.21261,0.988063,7.59368e-05,7,199,0,3.97607,0.685332,0.0514312,0.266571,4.15e-05,8.83581e-05,0.392597,0.0574522,0.546353,1090,0.685332,0.0514312,0.266571,8.83581e-05,0.392597,1090,1,0.351918,0,1,23197.8,3.14276,0.0324438,304.319,1.77225,0.0241562,0.0373524,0.00923744,-0.000343825
-2.7866,0.999979,0.000142256,5,39,0,3.68863,0.684558,0.0520903,0.268487,4.15e-05,8.85578e-05,0.391622,0.0569901,0.546098,1089.75,0.684558,0.0520903,0.268487,8.85578e-05,0.391622,1089.75,1,0.355328,0,1,23267.1,3.13239,0.0323303,304.379,1.77354,0.0244106,0.0978426,0.0105263,-8.9448e-05
-4.1844,0.137917,0.000279765,3,7,0,8.76783,0.684361,0.0516801,0.266766,4.15e-05,8.86089e-05,0.392428,0.057364,0.546305,1089.92,0.684361,0.0516801,0.266766,8.86089e-05,0.392428,1089.92,1,0.352507,0,1,23215.2,3.14092,0.0324045,304.51,1.77246,0.0242044,0.228488,0.00944126,-0.000295595
-3.25481,0.998253,3.76038e-05,4,31,0,5.46989,0.684497,0.0515567,0.267044,4.15e-05,8.85736e-05,0.39237,0.0574521,0.546353,1089.99,0.684497,0.0515567,0.267044,8.85736e-05,0.39237,1089.99,1,0.352711,0,1,23220.9,3.14031,0.0324089,304.409,1.77254,0.0241562,0.127582,0.00952491,-0.0003438
-4.82055,0.991477,7.51986e-05,4,31,0,5.01179,0.684282,0.0516036,0.26656,4.15e-05,8.86294e-05,0.392535,0.0574397,0.546346,1089.96,0.684282,0.0516036,0.26656,8.86294e-05,0.392535,1089.96,1,0.352132,0,1,23209.3,3.14206,0.0324148,304.524,1.77231,0.024163,0.24266,0.00929553,-0.000337045
-5.37108,0.964957,0.000147087,2,3,0,5.65542,0.684206,0.0513017,0.266649,4.15e-05,8.8649e-05,0.392616,0.0577096,0.546492,1090.14,0.684206,0.0513017,0.266649,8.8649e-05,0.392616,1090.14,1,0.35185,0,1,23210.1,3.14293,0.032435,304.418,1.7722,0.0240163,0.13664,0.00918909,-0.000483725
-5.04784,1,0.000264323,2,3,0,5.7948,0.684338,0.0515787,0.2664,4.15e-05,8.86149e-05,0.392605,0.0574538,0.546354,1089.97,0.684338,0.0515787,0.2664,8.86149e-05,0.392605,1089.97,1,0.351887,0,1,23203.8,3.14281,0.0324218,304.531,1.77222,0.0241553,0.249379,0.00920214,-0.00034471
-5.04784,1.34891e-12,0.000525863,1,1,0,5.48247,0.684338,0.0515787,0.2664,4.15e-05,8.86149e-05,0.392605,0.0574538,0.546354,1089.97,0.684338,0.0515787,0.2664,8.86149e-05,0.392605,1089.97,1,0.351887,0,1,23203.8,3.14281,0.0324218,304.531,1.77222,0.0241553,0.249379,0.00920214,-0.00034471
-5.63449,0.991006,5.13777e-05,4,15,0,6.23543,0.684355,0.0517469,0.266486,4.15e-05,8.86106e-05,0.392509,0.0573078,0.546274,1089.87,0.684355,0.0517469,0.266486,8.86106e-05,0.392509,1089.87,1,0.352223,0,1,23207.7,3.14178,0.0324066,304.574,1.77235,0.0242352,0.292577,0.00933042,-0.000264789
-3.83764,0.999173,0.000100363,4,23,0,6.01203,0.685359,0.0520555,0.268556,4.15e-05,8.83512e-05,0.391608,0.0569167,0.546057,1089.72,0.685359,0.0520555,0.268556,8.83512e-05,0.391608,1089.72,1,0.355374,0,1,23261,3.13228,0.0323431,304.249,1.77358,0.0244513,-0.0329566,0.0105613,-4.86595e-05
-2.73285,0.991087,0.000199112,3,7,0,4.18323,0.6849,0.0520597,0.268154,4.15e-05,8.84696e-05,0.391759,0.0569721,0.546088,1089.73,0.6849,0.0520597,0.268154,8.84696e-05,0.391759,1089.73,1,0.354846,0,1,23253.8,3.13385,0.0323465,304.37,1.77336,0.0244205,0.0879657,0.010349,-7.94567e-05
-2.73285,0.080733,0.000382043,2,5,0,4.31146,0.6849,0.0520597,0.268154,4.15e-05,8.84696e-05,0.391759,0.0569721,0.546088,1089.73,0.6849,0.0520597,0.268154,8.84696e-05,0.391759,1089.73,1,0.354846,0,1,23253.8,3.13385,0.0323465,304.37,1.77336,0.0244205,0.0879657,0.010349,-7.94567e-05
-2.7874,0.993128,5.14957e-05,9,671,0,5.71138,0.713453,0.0484472,0.235913,4.15e-05,8.15301e-05,0.405157,0.0565438,0.545846,1089,0.713453,0.0484472,0.235913,8.15301e-05,0.405157,1089,1,0.308246,0,1,21985.1,3.29005,0.0339895,304.094,1.75443,0.0246604,-0.187491,-0.00858345,0.000160359
-3.17647,0.99943,9.96828e-05,3,7,0,3.31212,0.713672,0.0488173,0.23583,4.15e-05,8.148e-05,0.405051,0.0561855,0.545639,1088.77,0.713672,0.0488173,0.23583,8.148e-05,0.405051,1088.77,1,0.308611,0,1,21984.4,3.2887,0.033962,304.216,1.7546,0.024864,-0.0657483,-0.00841621,0.000363985
-2.98229,1,0.000194443,4,15,0,3.31307,0.712369,0.048204,0.235545,4.15e-05,8.17784e-05,0.405382,0.0568975,0.546046,1089.19,0.712369,0.048204,0.235545,8.17784e-05,0.405382,1089.19,1,0.307468,0,1,21981.1,3.29288,0.034006,304.207,1.75405,0.0244621,-0.0741769,-0.00896157,-3.79476e-05
-2.63028,0.334991,0.00037584,1,3,0,3.15862,0.712337,0.04859,0.23573,4.15e-05,8.17857e-05,0.405171,0.056552,0.545851,1088.97,0.712337,0.04859,0.23573,8.17857e-05,0.405171,1088.97,1,0.308196,0,1,21991.1,3.29019,0.0339652,304.324,1.75438,0.0246557,0.0428405,-0.00863217,0.000155731
-3.43416,0.99949,0.000111009,6,115,0,5.51842,0.716663,0.048114,0.231344,4.15e-05,8.08012e-05,0.406959,0.0564531,0.545794,1088.84,0.716663,0.048114,0.231344,8.08012e-05,0.406959,1088.84,1,0.30202,0,1,21811.5,3.31341,0.0342096,304.283,1.7516,0.0247116,0.00138863,-0.0114177,0.000211646
-5.03441,0.805114,0.00021306,3,7,0,5.85982,0.716132,0.0478646,0.230892,4.15e-05,8.09212e-05,0.407217,0.0567453,0.545961,1089,0.716132,0.0478646,0.230892,8.09212e-05,0.407217,1089,1,0.301132,0,1,21799.6,3.31677,0.0342384,304.335,1.75117,0.0245471,0.0530489,-0.0118461,4.7095e-05
-4.23045,0.997931,0.00023651,4,23,0,5.36496,0.71605,0.0484362,0.233929,4.15e-05,8.09396e-05,0.405891,0.0562369,0.545669,1088.79,0.71605,0.0484362,0.233929,8.09396e-05,0.405891,1088.79,1,0.305707,0,1,21900.4,3.29954,0.0340907,304.065,1.75331,0.0248346,-0.216227,-0.00970477,0.000334578
-4.23045,3.52574e-13,0.000444435,1,1,0,7.31833,0.71605,0.0484362,0.233929,4.15e-05,8.09396e-05,0.405891,0.0562369,0.545669,1088.79,0.71605,0.0484362,0.233929,8.09396e-05,0.405891,1088.79,1,0.305707,0,1,21900.4,3.29954,0.0340907,304.065,1.75331,0.0248346,-0.216227,-0.00970477,0.000334578
-2.2754,0.999845,5.49721e-05,8,327,0,6.81176,0.711249,0.0490202,0.238456,4.15e-05,8.20361e-05,0.404007,0.056301,0.545707,1088.89,0.711249,0.0490202,0.238456,8.20361e-05,0.404007,1088.89,1,0.312222,0,1,22089.1,3.27545,0.0338276,304.193,1.75619,0.0247981,-0.0881942,-0.00682117,0.000298058
-0.780018,0.96002,0.000103995,7,207,0,5.60551,0.696491,0.0502168,0.253437,4.15e-05,8.55494e-05,0.397994,0.057081,0.546149,1089.58,0.696491,0.0502168,0.253437,8.55494e-05,0.397994,1089.58,1,0.333091,0,1,22691,3.20287,0.0330669,304.295,1.76494,0.0243602,0.013829,0.00191997,-0.000139821
-1.99309,0.996664,0.000175032,6,111,0,3.15865,0.701445,0.0502463,0.249601,4.15e-05,8.43453e-05,0.399416,0.0564341,0.545783,1089.15,0.701445,0.0502463,0.249601,8.43453e-05,0.399416,1089.15,1,0.328146,0,1,22529.8,3.21953,0.0332473,304.218,1.76296,0.0247224,-0.0633369,-5.73797e-05,0.000222437
-2.2692,0.0514566,0.000321879,6,78,1,5.25843,0.686617,0.0517694,0.266237,4.15e-05,8.80276e-05,0.392595,0.0569977,0.546103,1089.73,0.686617,0.0517694,0.266237,8.80276e-05,0.392595,1089.73,1,0.351923,0,1,23178.5,3.14278,0.0324452,304.308,1.77228,0.0244063,0.0265426,0.00926144,-9.36793e-05
-2.75457,0.993477,4.88222e-05,4,15,0,3.00989,0.686677,0.0519406,0.266172,4.15e-05,8.80122e-05,0.392555,0.056845,0.546017,1089.63,0.686677,0.0519406,0.266172,8.80122e-05,0.392555,1089.63,1,0.352064,0,1,23177.5,3.14235,0.0324343,304.369,1.77233,0.0244913,0.0869834,0.0093151,-8.66843e-06
-2.25652,0.997879,8.9038e-05,3,7,0,2.90722,0.68675,0.0517506,0.266091,4.15e-05,8.79936e-05,0.392657,0.0569967,0.546102,1089.72,0.68675,0.0517506,0.266091,8.79936e-05,0.392657,1089.72,1,0.351706,0,1,23172.7,3.14345,0.0324525,304.304,1.7722,0.0244069,0.0227446,0.00918029,-9.31004e-05
-0.499623,0.995759,0.000162664,7,223,0,3.98823,0.70253,0.0497744,0.247386,4.15e-05,8.40849e-05,0.400417,0.0567114,0.545942,1089.27,0.70253,0.0497744,0.247386,8.40849e-05,0.400417,1089.27,1,0.324669,0,1,22448.3,3.23137,0.0333673,304.24,1.7615,0.0245661,-0.041631,-0.00151526,6.60921e-05
-0.822267,0.798651,0.000292739,3,7,0,2.62631,0.702947,0.0498445,0.246784,4.15e-05,8.39852e-05,0.400615,0.0565978,0.545877,1089.18,0.702947,0.0498445,0.246784,8.39852e-05,0.400615,1089.18,1,0.323982,0,1,22427,3.23374,0.0333849,304.302,1.76121,0.0246299,0.0202005,-0.00180413,0.000129926
-0.842549,0.169177,0.00031583,5,55,0,2.48237,0.700737,0.0497231,0.248283,4.15e-05,8.45157e-05,0.400102,0.0569809,0.546093,1089.43,0.700737,0.0497231,0.248283,8.45157e-05,0.400102,1089.43,1,0.325763,0,1,22491.6,3.22758,0.0333187,304.325,1.76193,0.0244157,0.0438294,-0.00108214,-8.43387e-05
-3.73203,0.929649,6.92148e-05,3,7,0,4.14205,0.700532,0.0500764,0.248243,4.15e-05,8.45654e-05,0.399985,0.056696,0.545933,1089.24,0.700532,0.0500764,0.248243,8.45654e-05,0.399985,1089.24,1,0.326169,0,1,22495.8,3.22618,0.0332867,304.486,1.7621,0.0245747,0.204452,-0.000917718,7.47492e-05
-1.87912,0.999402,0.000104692,7,155,0,5.13373,0.708318,0.0487975,0.240621,4.15e-05,8.27164e-05,0.403289,0.056861,0.546026,1089.26,0.708318,0.0487975,0.240621,8.27164e-05,0.403289,1089.26,1,0.314708,0,1,22179.8,3.26642,0.033738,304.16,1.75726,0.0244824,-0.12176,-0.0057583,-1.75778e-05
-3.9185,0.987183,0.000187213,4,15,0,5.99615,0.709685,0.0494545,0.240703,4.15e-05,8.2398e-05,0.403016,0.0561088,0.545595,1088.81,0.709685,0.0494545,0.240703,8.2398e-05,0.403016,1088.81,1,0.315655,0,1,22176.5,3.26308,0.0336984,304.207,1.7577,0.0249079,-0.0750135,-0.00531578,0.000407894
-1.24562,0.445669,0.000321959,2,7,0,3.47434,0.709364,0.0489174,0.239864,4.15e-05,8.24727e-05,0.403525,0.0566242,0.545892,1089.1,0.709364,0.0489174,0.239864,8.24727e-05,0.403525,1089.1,1,0.313892,0,1,22148.3,3.26938,0.033766,304.183,1.75691,0.0246151,-0.0981749,-0.00610499,0.000115063
-0.979398,0.949524,0.000145198,7,171,0,2.78875,0.695629,0.0503172,0.254671,4.15e-05,8.57617e-05,0.397495,0.0571022,0.546161,1089.61,0.695629,0.0503172,0.254671,8.57617e-05,0.397495,1089.61,1,0.33483,0,1,22737,3.19713,0.0330111,304.263,1.76564,0.0243485,-0.0183112,0.00262267,-0.000151534
-0.922216,0.999511,0.000226285,2,7,0,0.998581,0.69569,0.0506333,0.254665,4.15e-05,8.57464e-05,0.397379,0.0568192,0.546002,1089.43,0.69569,0.0506333,0.254665,8.57464e-05,0.397379,1089.43,1,0.335234,0,1,22739.2,3.1958,0.0329861,304.368,1.7658,0.0245058,0.0863793,0.00278639,5.7512e-06
-0.922216,0.0279205,0.000395434,1,3,0,1.35269,0.69569,0.0506333,0.254665,4.15e-05,8.57464e-05,0.397379,0.0568192,0.546002,1089.43,0.69569,0.0506333,0.254665,8.57464e-05,0.397379,1089.43,1,0.335234,0,1,22739.2,3.1958,0.0329861,304.368,1.7658,0.0245058,0.0863793,0.00278639,5.7512e-06
-1.06734,0.999678,6.62166e-05,8,407,0,2.23454,0.702737,0.0494198,0.246396,4.15e-05,8.40353e-05,0.400917,0.0569993,0.546103,1089.42,0.702737,0.0494198,0.246396,8.40353e-05,0.400917,1089.42,1,0.322933,0,1,22413,3.23735,0.0334294,304.236,1.76076,0.0244055,-0.0453771,-0.00225644,-9.45358e-05
-0.428193,0.999788,0.000115764,3,15,0,2.08825,0.70284,0.0496648,0.246665,4.15e-05,8.40109e-05,0.400726,0.0567694,0.545974,1089.29,0.70284,0.0496648,0.246665,8.40109e-05,0.400726,1089.29,1,0.323597,0,1,22422.6,3.23506,0.0334021,304.27,1.76105,0.0245336,-0.0121222,-0.00197035,3.36018e-05
-0.520933,0.97918,0.000200836,2,7,0,0.745866,0.702888,0.0496334,0.2468,4.15e-05,8.39993e-05,0.400687,0.0567911,0.545987,1089.31,0.702888,0.0496334,0.2468,8.39993e-05,0.400687,1089.31,1,0.32373,0,1,22425.9,3.23461,0.0334017,304.231,1.7611,0.0245214,-0.0506885,-0.00191109,2.14481e-05
